narrator_id,flag_name,evidence_source,evidence_type,source_record_id,evidence_excerpt
597,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-112-9,"Remembering discussions about the so-called ""loyalty questionnaire"""
601,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-116-19,"Remembering the so-called ""loyalty questionnaire"""
602,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-117-13,"Remembering the so-called ""loyalty questionnaire"""
605,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-121-14,"Answering the so-called ""loyalty questionnaire"""
612,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-370-6,Hearing about the bombing of Pearl Harbor; father's arrest by the FBI<p>This material is based upon work assisted by a grant from the Department of the Interio
619,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-377-16,"Family signs ""no-no"" on the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
623,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1003-3-9,"Family transfers to Tule Lake after filling out the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
625,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-381-14,"Thoughts on the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
627,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1003-5-17,"Thoughts on the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
632,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-385-11,"Remembering the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
636,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-388-6,Father is arrested by the FBI during World War II<p>This material is based upon work assisted by a grant from the Depar
637,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-389-6,Father is taken away on the day that Pearl Harbor is bombed<p>This material is based upon work assisted by a g
639,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-391-15,Father's arrest by the FBI after the bombing of Pearl Harbor<p>This material is based upon work assisted by a grant
64,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-65-8,"Christian faith and social justice: dealing with so-called ""loyalty questionnaire,"" and military service"
641,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1003-9-14,"The effects of the so-called ""loyalty questionnaire"" on family<p>This material is based upon work assisted by a grant from the Department of"
642,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-393-17,"Thoughts on the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
643,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-394-24,"Signing ""no-no"" on the so-called ""loyalty questionnaire"" along with family<p>This material is based upon work assisted by a grant from the Depart"
643,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-394-16,"Hearing about the bombing of Pearl Harbor, Father's arrest by the FBI<p>This material is based upon work assisted by a grant from the Department of the Interio"
644,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-395-5,Hearing about the bombing of Pearl Harbor; father's arrest by FBI<p>This material is based upon work assisted by a grant from the Department of the Interio
65,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-66-7,A child's memories of the FBI pick-up and detention of father
651,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-402-5,"Hearing that the FBI was after him, Father decides to move the family inland<p>This material is based upon work assisted by a grant"
652,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1003-10-12,Hearing about the bombing of Pearl Harbor and coping after father is arrested and removed by the FBI
657,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1003-11-3,Mother has a nervous breakdown and father is picked up by the FBI after the bombing of Pearl Harbor<p>This material is based upon work assisted by a grant
664,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-410-7,"Deciding to answer ""no-no"" on the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
668,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-413-11,Father's removal as publisher of the Rocky Nippon and arrest by the FBI
673,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-one-7-4-7,"Unrest surrounding the so-called ""loyalty questionnaire"" in camp<p>This material is based upon work assisted by a grant from the Department of th"
675,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-one-7-6-5,Father's arrest by the FBI after the bombing of Pearl Harbor<p>This material is based upon work assisted by a grant
690,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-one-7-22-9,Hearing about the bombing of Pearl Harbor; father's arrest by the FBI<p>This material is based upon work assisted by a grant from the Department of the Interio
692,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-one-7-24-7,"Thoughts on the so-called ""loyalty questionnaire"" in camp<p>This material is based upon work assisted by a grant from the Department of th"
694,family_separation_flag,transcript,family_separation_keyword,ddr-one-7-26-13,Family split up by the time of camp<p>This material is based upon work assisted by a grant from the Depar
694,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-one-7-26-10,Father's arrest by the FBI<p>This material is based upon work assisted by a grant from the Department of the Interio
697,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-one-7-30-2,Father's arrest by the FBI<p>This material is based upon work assisted by a grant from the Department of the Interio
699,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-one-7-32-14,"Father's arrest by the FBI: ""We were bitter about it""<p>This material is based upon work assisted by a grant from th"
705,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-one-7-37-21,"Thoughts on the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
708,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-one-7-40-16,Father's arrest by the FBI<p>This material is based upon work assisted by a grant from the Department of the Interio
715,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1012-5-4::narrator_715,"Difficulties with the so-called ""loyalty questionnaire"" (audio only)<p>This interview is audio-only. It contains raw footage used by Steven Okaz"
724,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1012-5-4::narrator_724,"Difficulties with the so-called ""loyalty questionnaire"" (audio only)<p>This interview is audio-only. It contains raw footage used by Steven Okaz"
731,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-one-7-46-11,Father's arrest by FBI<p>This material is based upon work assisted by a grant from the Department of the Interio
732,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-one-7-47-10,Witnessing father's arrest by FBI at a community program<p>This material is based upon work assisted by a grant from the De
736,family_separation_flag,registry,family_dispersion_across_camps,7-manzanar_takayanagi_1922_jack,"manzanar,poston"
736,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-123-12::narrator_736,"Memories of the so-called ""loyalty questionnaire"""
737,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-123-12::narrator_737,"Memories of the so-called ""loyalty questionnaire"""
742,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-128-10,"Hearing about the so-called ""loyalty questionnaire"""
745,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-manz-1-131-8,Father's arrest by the FBI after the bombing of Pearl Harbor
746,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-132-16,"Family's response to the so-called ""loyalty questionnaire"""
746,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-manz-1-132-5,Father's questioning by the FBI after the bombing of Pearl Harbor
750,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-135-18,"Family's discussion of the draft and the so-called ""loyalty questionnaire"""
753,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-138-12,"Having friends who went to Japan after the so-called ""loyalty questionnaire""<p>This interview has audio problems due to the equipment used during taping."
755,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-one-7-48-12,"Remembering the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
759,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-one-7-52-8,Father's arrest by the FBI following the bombing of Pearl Harbor<p>This material is based upon work assisted by a gr
76,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-73-24,"Deciding whether to leave: family and the so-called ""loyalty questionnaire"""
761,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-one-7-54-5,Coping with father's arrest after the bombing of Pearl Harbor<p>This material is based upon work assisted by a grant
763,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-one-7-56-5,Father's arrest by the FBI following the bombing of Pearl Harbor<p>This material is based upon work assisted by a gr
765,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-one-7-58-12,"Remembering the transition in camp after the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
768,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-one-7-61-13,"Transferring to Minidoka after the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
769,family_separation_flag,registry,family_dispersion_across_camps,2-poston_onishi_1926_ken,"manzanar,poston"
775,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-manz-1-143-9::narrator_775,Father's arrest by the FBI
776,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-manz-1-143-9::narrator_776,Father's arrest by the FBI
778,family_separation_flag,registry,family_dispersion_across_camps,8-minidoka_maeda_1919_molly,"minidoka,tule_lake"
782,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-one-7-66-9,Remembering father's arrest by the FBI<p>This material is based upon work assisted by a grant from the Department of the Interio
787,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-one-7-69-8,"Transferring to Minidoka after the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
790,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-one-7-72-10,"Memories of the so-called ""loyalty questionnaire""<p>This material is based upon work assisted by a grant from the Department of the Interi"
794,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-424-6,"The so-called ""loyalty questionnaire"": block manager father jailed"
794,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-424-2,Fears of an FBI raid on father's second office
8,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-2-13,"Problems arising from the so-called ""loyalty questionnaire"""
802,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1011-6-2,Father and other Issei arrested by the FBI after the bombing of Pearl Harbor<p>This material is based upon work assisted by a grant
806,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-manz-1-145-12,Father's arrest by the FBI
807,family_separation_flag,transcript,family_separation_keyword,ddr-manz-1-147-7,Life in Southern California after parents' separation
808,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-manz-1-148-17,Witnessing father's pick-up by the FBI
81,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-79-10,Father's arrest by the FBI following Pearl Harbor
810,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-manz-1-150-8,Father's arrest by the FBI
811,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-151-15,"Moving to a different block after the so-called ""loyalty questionnaire"""
812,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-152-17,"Thoughts on block leaders and the so-called ""loyalty questionnaire"""
816,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-156-17,"Remembering the so-called ""loyalty questionnaire"""
818,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-158-22,"Memories of the so-called ""loyalty questionnaire"" in camp"
819,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-159-15,"Talking with family about the so-called ""loyalty questionnaire"""
819,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-manz-1-159-8,Witnessing father's arrest by the FBI
82,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1002-2-10,Frustration with the registration questions involving renouncing allegiance to Japan<p>This interview was conducted by sisters Emiko and Chizuko Omori for
820,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-160-10,"Friends move to Tule Lake as a result of the so-called ""loyalty questionnaire"""
821,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-161-10,"Impact of the so-called ""loyalty questionnaire"" on family"
822,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-162-10,"Remembering the so-called ""loyalty questionnaire"""
822,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-manz-1-162-4,Coping with father's arrest by the FBI
824,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-428-9,"Answering ""yes-yes"" on the so-called ""loyalty questionnaire but deciding to resist the draft<p>This interview is incomplete. It ends after the first"
829,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-429-11,"The conflict over the so-called ""loyalty questionnaire"""
838,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1007-8-10::narrator_838,Father's arrest by the FBI after the bombing of Pearl Harbor<p>This material is based upon work assisted by a grant
839,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1007-8-10::narrator_839,Father's arrest by the FBI after the bombing of Pearl Harbor<p>This material is based upon work assisted by a grant
84,family_separation_flag,transcript,family_separation_keyword,ddr-densho-1000-81-24,"Deciding to renounce U.S. citizenship, separating the family"
84,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-81-19,"Answering the so-called ""loyalty questions,"" being classified as a ""no-no"""
84,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-81-5,"Father's pick-up and detention by the FBI, and the family's decision to be incarcerated together"
847,family_separation_flag,registry,family_dispersion_across_camps,6-jerome_yamane_1922_tokio,"gila_river,jerome"
847,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-432-24,"Answering the so-called ""loyalty questionnaire"" (Japanese language)<p>This interview was conducted in Japanese. The transcript is a tran"
849,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-manz-1-165-5,Father's arrest by the FBI
85,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-82-4,"Father's pick-up by the FBI: the possibility that he was turned in by Japanese ""stool pigeons""<p>Due to technical dif"
850,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-166-5,"Father's answering ""no-no"" on the so-called ""loyalty questionnaire"""
851,family_separation_flag,transcript,family_separation_keyword,ddr-manz-1-167-11,"Parents' separation after answering the so-called ""loyalty questionnaire"""
851,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-167-11,"Parents' separation after answering the so-called ""loyalty questionnaire"""
854,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-170-11,"Parents' decision to answer ""no-no"" on the so-called ""loyalty questionnaire"" and being sent to Tule Lake"
855,family_separation_flag,registry,family_dispersion_across_camps,7-manzanar_young_1923_john,"manzanar,topaz"
855,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-171-16,"The so-called ""loyalty questionnaire"""
857,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-173-22::narrator_857,"Mother's anger about the so-called ""loyalty questionnaire"""
858,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-173-22::narrator_858,"Mother's anger about the so-called ""loyalty questionnaire"""
859,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-174-15,"Hearing about the so-called ""loyalty questionnaire"""
860,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-manz-1-175-19,"Remembering tensions and conflict over the so-called ""loyalty questionnaire"""
88,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-88-12,Speculating on reasons for father's arrest following Pearl Harbor
89,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-89-12,"Father's arrest by the FBI, memories of a strong mother"
90,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-85-20,"A ""free speech"" story from Tule Lake: MPs arrest father"
902,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-454-7,"The controversy over the so-called ""loyalty questionnaire"""
903,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-455-4,"Father's arrest by the FBI, preparing to leave Terminal Island"
906,family_separation_flag,transcript,family_separation_keyword,ddr-densho-1000-458-13,Family members split up and leave camp at different times
907,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-459-4,"Memories of father being picked up by the FBI after the bombing of Pearl Harbor, visiting him at the Tuna Canyon Detention Station"
912,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-465-14,"The so-called ""loyalty questionnaire"" and military volunteers"
912,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-465-8,Hearing of families where the father was arrested by the FBI
914,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-467-7,"The controversy over the so-called ""loyalty questionnaire"""
920,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-474-2,"During World War II, parents answered ""no-no"" on the so-called ""loyalty questionnaire"""
921,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-475-4,Father's arrest by the FBI after the bombing of Pearl Harbor
923,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-477-6,Father's arrest by the FBI after the bombing of Pearl Harbor
927,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-480-6,Father and older brother's arrest by the FBI during World War II
93,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-93-3,"Father's arrest by FBI<p>This interview was conducted at the Voices of Japanese American Redress Conference, hel"
930,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-483-9,"Family's decisions regarding answering the so-called ""loyalty questionnaire"""
94,family_separation_flag,transcript,family_separation_keyword,ddr-densho-1000-94-6,Feeling homesick when separated from mother
941,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-chi-1-11-3,"Hearing about the bombing of Pearl Harbor, father's arrest by the FBI"
950,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-chi-1-6-3,Father's arrest by the FBI on December 7th
975,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1022-3-19,Hearing about father's arrest by the FBI
977,family_separation_flag,transcript,family_separation_keyword,ddr-ajah-1-2-4,Family split up after the bombing of Pearl Harbor; memories of the Tanforan Assembly Center
983,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-494-13::narrator_983,"Transferring to Topaz after the controversy around the so-called ""loyalty questionnaire"""
984,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-494-13::narrator_984,"Transferring to Topaz after the controversy around the so-called ""loyalty questionnaire"""
99,family_separation_flag,transcript,family_separation_keyword,ddr-densho-1000-98-4,"A family separated, mother and brothers leave for Japan, and a half sister arrives"
996,parental_arrest_flag,transcript,parental_arrest_keyword,ddr-densho-1000-504-11,Monitoring of father by the FBI following the bombing of Pearl Harbor
998,loyalty_conflict_flag,transcript,loyalty_conflict_keyword,ddr-densho-1000-506-12,"Hearing about the conflict over the so-called ""loyalty questionnaire"""
