track,outcome,spec_id,spec_label,hypothesis_family,treatment_columns,n_treatments,weight_status,weight_column,sample_n,engine_target,x_block_id,x_exclude_columns,status,notes,folds,nuisance_learner,x_feature_count,engine_impl,coefficient_rows,outcome_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,error_message
track1_ilr,ilr_joint6_4,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.19291069232781277,0.19979454640162309,0.01983198249302598,3435.418230326603,
track1_ilr,ilr_joint6_4,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.19291069232781277,0.9951321142642756,0.0013202739526541052,21.49027882199126,
track1_ilr,ilr_joint6_4,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.19291069232781277,0.27251733561831204,0.02042822277598111,17298.688036703814,
track1_ilr,ilr_joint6_4,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,rake,rake_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.2630546396146325,0.26619190422928113,0.007395736417072918,182.1800368854092,
track1_ilr,ilr_joint6_5,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.3637595059015102,0.19979454640162309,0.024786491005502453,3435.418230326603,
track1_ilr,ilr_joint6_5,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.3637595059015102,0.9951321142642756,7.005123026093685e-08,21.49027882199126,
track1_ilr,ilr_joint6_5,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.3637595059015102,0.27251733561831204,0.015846127225423,17298.688036703814,
track1_ilr,ilr_joint6_5,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,rake,rake_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.45666573015526035,0.26619190422928113,0.010313066594055953,182.1800368854092,
track1_ilr,ilr_what3_1,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.3444547318573554,0.19979454640162309,0.005074782042194137,3435.418230326603,
track1_ilr,ilr_what3_1,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.3444547318573554,0.9951321142642756,0.0018101156660017548,21.49027882199126,
track1_ilr,ilr_what3_1,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.3444547318573554,0.27251733561831204,0.004021853360825056,17298.688036703814,
track1_ilr,ilr_what3_1,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,rake,rake_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.4755059837355653,0.26619190422928113,0.00769267754891767,182.1800368854092,
track1_ilr,ilr_what3_2,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.10991900489061468,0.19979454640162309,0.014779917196290904,3435.418230326603,
track1_ilr,ilr_what3_2,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.10991900489061468,0.9951321142642756,0.0005548099219986335,21.49027882199126,
track1_ilr,ilr_what3_2,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.10991900489061468,0.27251733561831204,0.015632591257192074,17298.688036703814,
track1_ilr,ilr_what3_2,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,rake,rake_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.2083637095423978,0.26619190422928113,0.00394593335388882,182.1800368854092,
